-16296,328,-2512,-318,73,-267
-16300,312,-2548,-298,67,-262
-16120,212,-2608,-327,46,-258
-16128,136,-2600,-320,77,-265
-16064,260,-2756,-329,41,-286
-16152,236,-2596,-308,78,-248
-16180,248,-2664,-328,129,-233
-16088,320,-2688,-311,45,-278
-16256,220,-2600,-343,137,-261
-16264,284,-2508,-321,43,-270
-16084,204,-2564,-319,75,-264
-16148,244,-2572,-347,108,-265
-16220,132,-2684,-321,56,-271
-16116,304,-2560,-292,119,-249
-16160,356,-2508,-285,6,-262
-16152,272,-2700,-340,194,-277
-16224,304,-2424,-328,51,-286
-16128,104,-2636,-303,42,-252
-16188,288,-2684,-283,140,-252
-16268,356,-2556,-318,85,-281
-16164,232,-2516,-285,118,-281
-16244,296,-2632,-297,48,-299
-16208,180,-2608,-308,69,-231
-16140,256,-2540,-312,145,-271
-16076,288,-2612,-323,74,-290
-16076,388,-2608,-338,114,-276
-16100,312,-2588,-309,113,-261
-16172,212,-2600,-299,134,-277
-16116,144,-2696,-324,142,-255
-16100,192,-2596,-295,78,-251
-16160,332,-2788,-317,120,-271
-16084,116,-2688,-285,18,-247
-16168,216,-2444,-332,79,-282
-16108,184,-2628,-327,54,-250
-16252,236,-2416,-319,73,-252
-16148,160,-2488,-317,36,-246
-16072,176,-2584,-331,89,-222
-16184,292,-2692,-306,123,-251
-16064,248,-2432,-305,63,-244
-16188,288,-2528,-291,78,-283
-16284,276,-2652,-316,27,-248
-16188,308,-2668,-320,57,-276
-16080,272,-2592,-311,196,-263
-16120,128,-2640,-304,51,-266
-16116,216,-2576,-297,126,-257
-16180,272,-2624,-333,60,-250
-16040,260,-2556,-305,114,-251
-16156,336,-2644,-327,156,-268
-16176,288,-2652,-307,83,-282
-16268,408,-2504,-295,79,-258
-16288,308,-2636,-315,8,-284
-16052,128,-2468,-324,137,-270
-16060,252,-2604,-286,78,-272
-16112,212,-2460,-261,57,-241
-16096,232,-2660,-319,102,-286
-16236,304,-2652,-312,42,-257
-16152,204,-2516,-294,113,-236
-16124,156,-2688,-334,110,-248
-16048,100,-2460,-317,50,-240
-16020,116,-2828,-324,111,-248
-16016,216,-2704,-315,108,-246
-16228,348,-2580,-303,103,-258
-15984,212,-2616,-318,122,-265
-16088,156,-2628,-348,127,-249
-16172,344,-2648,-313,40,-265
-16028,188,-2492,-310,40,-259
-16160,288,-2648,-318,33,-247
-16328,356,-2704,-318,57,-278
-16144,220,-2580,-316,132,-273
-16100,404,-2464,-288,61,-267
-16148,124,-2428,-318,96,-268
-16152,412,-2528,-321,63,-276
-16128,212,-2532,-342,158,-259
-16100,264,-2616,-308,63,-259
-16296,220,-2548,-320,60,-271
-16168,252,-2604,-334,79,-287
-16028,212,-2720,-337,127,-263
-16048,212,-2564,-322,155,-251
-16156,244,-2648,-323,-43,-237
-16032,100,-2588,-310,38,-239
-16092,156,-2472,-346,228,-271
-16148,384,-2660,-309,176,-245
-16092,320,-2640,-293,138,-251
-16112,320,-2632,-320,18,-254
-16188,280,-2760,-338,129,-254
-16176,352,-2592,-325,108,-289
-16112,256,-2484,-319,49,-285
-16180,272,-2560,-287,148,-282
-16212,340,-2644,-314,80,-270
-16128,220,-2484,-296,117,-243
-16140,260,-2676,-324,54,-253
-16188,348,-2612,-343,145,-302
-16096,312,-2648,-311,95,-246
-16164,276,-2624,-302,292,-275
-16080,172,-2572,-328,74,-253
-16112,232,-2608,-319,70,-265
-16152,280,-2492,-334,123,-268
-16180,368,-2588,-309,41,-264
-16112,284,-2552,-319,92,-271
-16192,296,-2736,-328,64,-245
-16264,344,-2552,-313,95,-270
-16272,184,-2496,-307,78,-251
-16252,292,-2560,-329,110,-297
-16196,300,-2792,-299,93,-282
-16120,196,-2644,-281,82,-252
-16196,376,-2596,-291,39,-283
-16160,404,-2556,-316,20,-275
-16172,200,-2672,-339,258,-235
-16200,208,-2556,-334,41,-225
-16144,284,-2576,-308,116,-258
-16140,192,-2536,-301,95,-259
-16108,296,-2604,-317,87,-255
-16136,312,-2508,-298,93,-266
-16164,260,-2480,-294,65,-255
-16072,260,-2600,-313,102,-280
-16180,364,-2560,-331,116,-259
-16152,312,-2508,-302,67,-278
-16192,176,-2820,-315,114,-257
-16152,188,-2564,-313,67,-245
-16168,240,-2608,-312,98,-249
-16232,208,-2744,-320,46,-270
-16208,316,-2644,-288,84,-256
-15976,212,-2508,-313,38,-278
-16036,128,-2656,-323,95,-233
-16092,336,-2628,-312,77,-234
-16096,196,-2620,-322,56,-244
-16296,340,-2604,-327,128,-279
-16160,340,-2644,-332,137,-242
-16232,332,-2716,-324,96,-287
-16200,320,-2560,-312,117,-260
-16260,344,-2524,-306,102,-260
-16252,252,-2464,-336,89,-244
-16188,280,-2620,-290,101,-260
-16132,312,-2548,-339,131,-294
-16244,284,-2548,-318,82,-267
-16144,268,-2588,-308,117,-274
-16236,320,-2624,-322,132,-256
-16168,64,-2704,-325,71,-248
-16124,48,-2552,-305,103,-266
-16264,436,-2520,-326,73,-266
-16136,148,-2624,-321,67,-276
-16244,236,-2644,-304,110,-262
-16164,244,-2628,-280,60,-266
-16200,292,-2700,-316,111,-267
-16100,340,-2596,-324,59,-275
-16176,248,-2600,-345,117,-279
-16224,184,-2736,-298,65,-262
-16316,164,-2804,-349,71,-257
-16064,268,-2604,-323,149,-255
-16236,204,-2624,-315,80,-273
-16048,196,-2620,-334,15,-273
-16152,328,-2540,-325,35,-283
-16252,340,-2496,-293,139,-295
-16124,308,-2508,-313,173,-257
-16144,316,-2524,-323,-15,-260
-16280,224,-2476,-288,62,-258
-16060,268,-2524,-322,98,-270
-16184,228,-2636,-322,198,-232
-16100,340,-2600,-321,100,-239
-16128,212,-2468,-304,119,-258
-16176,224,-2660,-279,38,-233
-16100,272,-2588,-314,85,-235
-16220,268,-2532,-331,97,-248
-16124,328,-2548,-338,88,-241
-16132,208,-2556,-305,108,-295
-16208,364,-2664,-312,52,-272
-16064,200,-2596,-304,73,-249
-16160,180,-2644,-331,102,-257
-16060,260,-2508,-338,48,-268
-16140,184,-2524,-329,139,-274
-16228,372,-2484,-308,109,-260
-16244,268,-2652,-305,113,-252
-16120,368,-2600,-310,129,-244
-16112,124,-2636,-314,80,-260
-16156,200,-2652,-326,105,-259
-16064,344,-2696,-304,79,-278
-16076,240,-2532,-335,76,-282
-16076,308,-2600,-329,44,-236
-16168,220,-2520,-336,41,-288
-16044,316,-2456,-305,145,-254
-16100,224,-2608,-322,79,-292
-16168,316,-2528,-317,90,-239
-16048,272,-2552,-342,48,-275
-16032,236,-2556,-311,197,-247
-16228,224,-2504,-296,130,-226
-16024,216,-2536,-308,169,-256
